kernelsize_gaussianBlur,sigmaX,threshold_method,block_size,c_value,horizontal_kernel_divisor,vertical_kernel_divisor,erosion_iterations,dilation_iterations,result_length,error_message
"(5, 5)",0,OTSU,9,1,30,60,1,1,1774,
"(5, 5)",0,OTSU,9,1,30,70,1,1,1743,
"(5, 5)",0,OTSU,9,1,30,80,1,1,1599,
"(5, 5)",0,OTSU,9,1,30,90,1,1,1472,
"(5, 5)",0,OTSU,9,1,30,100,1,1,1520,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,10,1,1,3007,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,20,1,1,3735,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,30,1,1,3657,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,40,1,1,1448,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,50,1,1,1070,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,60,1,1,986,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,70,1,1,940,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,80,1,1,673,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,90,1,1,526,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,100,1,1,311,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,10,1,1,1253,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,20,1,1,1622,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,30,1,1,1368,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,40,1,1,765,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,50,1,1,765,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,60,1,1,574,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,70,1,1,531,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,80,1,1,520,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,90,1,1,368,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,100,1,1,373,
"(5, 5)",1.0,OTSU,9,1,30,10,1,1,3453,
"(5, 5)",1.0,OTSU,9,1,30,20,1,1,5147,
"(5, 5)",1.0,OTSU,9,1,30,30,1,1,4351,
"(5, 5)",1.0,OTSU,9,1,30,40,1,1,2044,
"(5, 5)",1.0,OTSU,9,1,30,50,1,1,1927,
"(5, 5)",1.0,OTSU,9,1,30,60,1,1,1774,
"(5, 5)",1.0,OTSU,9,1,30,70,1,1,1743,
"(5, 5)",1.0,OTSU,9,1,30,80,1,1,1599,
"(5, 5)",1.0,OTSU,9,1,30,90,1,1,1472,
"(5, 5)",1.0,OTSU,9,1,30,100,1,1,1520,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,10,1,1,3007,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,20,1,1,3735,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,30,1,1,3657,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,40,1,1,1448,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,50,1,1,1070,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,60,1,1,986,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,70,1,1,940,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,80,1,1,673,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,90,1,1,526,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,100,1,1,311,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,10,1,1,1253,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,20,1,1,1622,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,30,1,1,1368,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,40,1,1,765,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,50,1,1,765,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,60,1,1,574,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,70,1,1,531,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,80,1,1,520,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,90,1,1,368,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,100,1,1,373,
"(5, 5)",2.0,OTSU,9,1,30,10,1,1,3453,
"(5, 5)",2.0,OTSU,9,1,30,20,1,1,5147,
"(5, 5)",2.0,OTSU,9,1,30,30,1,1,4351,
"(5, 5)",2.0,OTSU,9,1,30,40,1,1,2044,
"(5, 5)",2.0,OTSU,9,1,30,50,1,1,1927,
"(5, 5)",2.0,OTSU,9,1,30,60,1,1,1774,
"(5, 5)",2.0,OTSU,9,1,30,70,1,1,1743,
"(5, 5)",2.0,OTSU,9,1,30,80,1,1,1599,
"(5, 5)",2.0,OTSU,9,1,30,90,1,1,1472,
"(5, 5)",2.0,OTSU,9,1,30,100,1,1,1520,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,10,1,1,3007,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,20,1,1,3735,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,30,1,1,3657,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,40,1,1,1448,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,50,1,1,1070,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,60,1,1,986,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,70,1,1,940,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,80,1,1,673,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,90,1,1,526,
"(5, 5)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,100,1,1,311,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,10,1,1,1253,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,20,1,1,1622,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,30,1,1,1368,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,40,1,1,765,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,50,1,1,765,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,60,1,1,574,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,70,1,1,531,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,80,1,1,520,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,90,1,1,368,
"(5, 5)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,100,1,1,373,
"(7, 7)",0,OTSU,9,1,30,10,1,1,3453,
"(7, 7)",0,OTSU,9,1,30,20,1,1,5147,
"(7, 7)",0,OTSU,9,1,30,30,1,1,4351,
"(7, 7)",0,OTSU,9,1,30,40,1,1,2044,
"(7, 7)",0,OTSU,9,1,30,50,1,1,1927,
"(7, 7)",0,OTSU,9,1,30,60,1,1,1774,
"(7, 7)",0,OTSU,9,1,30,70,1,1,1743,
"(7, 7)",0,OTSU,9,1,30,80,1,1,1599,
"(7, 7)",0,OTSU,9,1,30,90,1,1,1472,
"(7, 7)",0,OTSU,9,1,30,100,1,1,1520,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,10,1,1,3007,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,20,1,1,3735,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,30,1,1,3657,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,40,1,1,1448,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,50,1,1,1070,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,60,1,1,986,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,70,1,1,940,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,80,1,1,673,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,90,1,1,526,
"(7, 7)",0,ADAPTIVE_THRESH_MEAN_C,9,1,30,100,1,1,311,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,10,1,1,1253,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,20,1,1,1622,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,30,1,1,1368,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,40,1,1,765,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,50,1,1,765,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,60,1,1,574,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,70,1,1,531,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,80,1,1,520,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,90,1,1,368,
"(7, 7)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,100,1,1,373,
"(7, 7)",1.0,OTSU,9,1,30,10,1,1,3453,
"(7, 7)",1.0,OTSU,9,1,30,20,1,1,5147,
"(7, 7)",1.0,OTSU,9,1,30,30,1,1,4351,
"(7, 7)",1.0,OTSU,9,1,30,40,1,1,2044,
"(7, 7)",1.0,OTSU,9,1,30,50,1,1,1927,
"(7, 7)",1.0,OTSU,9,1,30,60,1,1,1774,
"(7, 7)",1.0,OTSU,9,1,30,70,1,1,1743,
"(7, 7)",1.0,OTSU,9,1,30,80,1,1,1599,
"(7, 7)",1.0,OTSU,9,1,30,90,1,1,1472,
"(7, 7)",1.0,OTSU,9,1,30,100,1,1,1520,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,10,1,1,3007,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,20,1,1,3735,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,30,1,1,3657,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,40,1,1,1448,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,50,1,1,1070,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,60,1,1,986,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,70,1,1,940,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,80,1,1,673,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,90,1,1,526,
"(7, 7)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,100,1,1,311,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,10,1,1,1253,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,20,1,1,1622,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,30,1,1,1368,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,40,1,1,765,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,50,1,1,765,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,60,1,1,574,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,70,1,1,531,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,80,1,1,520,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,90,1,1,368,
"(7, 7)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,100,1,1,373,
"(7, 7)",2.0,OTSU,9,1,30,10,1,1,3453,
"(7, 7)",2.0,OTSU,9,1,30,20,1,1,5147,
"(7, 7)",2.0,OTSU,9,1,30,30,1,1,4351,
"(7, 7)",2.0,OTSU,9,1,30,40,1,1,2044,
"(7, 7)",2.0,OTSU,9,1,30,50,1,1,1927,
"(7, 7)",2.0,OTSU,9,1,30,60,1,1,1774,
"(7, 7)",2.0,OTSU,9,1,30,70,1,1,1743,
"(7, 7)",2.0,OTSU,9,1,30,80,1,1,1599,
"(7, 7)",2.0,OTSU,9,1,30,90,1,1,1472,
"(7, 7)",2.0,OTSU,9,1,30,100,1,1,1520,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,10,1,1,3007,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,20,1,1,3735,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,30,1,1,3657,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,40,1,1,1448,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,50,1,1,1070,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,60,1,1,986,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,70,1,1,940,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,80,1,1,673,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,90,1,1,526,
"(7, 7)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,30,100,1,1,311,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,10,1,1,1253,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,20,1,1,1622,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,30,1,1,1368,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,40,1,1,765,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,50,1,1,765,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,60,1,1,574,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,70,1,1,531,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,80,1,1,520,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,90,1,1,368,
"(7, 7)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,30,100,1,1,373,
"(3, 3)",0,OTSU,9,1,40,10,1,1,3220,
"(3, 3)",0,OTSU,9,1,40,20,1,1,5117,
"(3, 3)",0,OTSU,9,1,40,30,1,1,4297,
"(3, 3)",0,OTSU,9,1,40,40,1,1,2016,
"(3, 3)",0,OTSU,9,1,40,50,1,1,1899,
"(3, 3)",0,OTSU,9,1,40,60,1,1,1742,
"(3, 3)",0,OTSU,9,1,40,70,1,1,1799,
"(3, 3)",0,OTSU,9,1,40,80,1,1,1510,
"(3, 3)",0,OTSU,9,1,40,90,1,1,1444,
"(3, 3)",0,OTSU,9,1,40,100,1,1,1492,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,10,1,1,2840,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,20,1,1,3663,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,30,1,1,3752,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,40,1,1,1497,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,50,1,1,1142,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,60,1,1,1058,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,70,1,1,1012,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,80,1,1,783,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,90,1,1,636,
"(3, 3)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,100,1,1,421,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,10,1,1,1378,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,20,1,1,1664,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,30,1,1,1470,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,40,1,1,912,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,50,1,1,912,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,60,1,1,619,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,70,1,1,576,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,80,1,1,565,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,90,1,1,451,
"(3, 3)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,100,1,1,456,
"(3, 3)",1.0,OTSU,9,1,40,10,1,1,3220,
"(3, 3)",1.0,OTSU,9,1,40,20,1,1,5117,
"(3, 3)",1.0,OTSU,9,1,40,30,1,1,4297,
"(3, 3)",1.0,OTSU,9,1,40,40,1,1,2016,
"(3, 3)",1.0,OTSU,9,1,40,50,1,1,1899,
"(3, 3)",1.0,OTSU,9,1,40,60,1,1,1742,
"(3, 3)",1.0,OTSU,9,1,40,70,1,1,1799,
"(3, 3)",1.0,OTSU,9,1,40,80,1,1,1510,
"(3, 3)",1.0,OTSU,9,1,40,90,1,1,1444,
"(3, 3)",1.0,OTSU,9,1,40,100,1,1,1492,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,10,1,1,2840,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,20,1,1,3663,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,30,1,1,3752,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,40,1,1,1497,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,50,1,1,1142,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,60,1,1,1058,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,70,1,1,1012,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,80,1,1,783,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,90,1,1,636,
"(3, 3)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,100,1,1,421,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,10,1,1,1378,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,20,1,1,1664,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,30,1,1,1470,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,40,1,1,912,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,50,1,1,912,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,60,1,1,619,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,70,1,1,576,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,80,1,1,565,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,90,1,1,451,
"(3, 3)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,100,1,1,456,
"(3, 3)",2.0,OTSU,9,1,40,10,1,1,3220,
"(3, 3)",2.0,OTSU,9,1,40,20,1,1,5117,
"(3, 3)",2.0,OTSU,9,1,40,30,1,1,4297,
"(3, 3)",2.0,OTSU,9,1,40,40,1,1,2016,
"(3, 3)",2.0,OTSU,9,1,40,50,1,1,1899,
"(3, 3)",2.0,OTSU,9,1,40,60,1,1,1742,
"(3, 3)",2.0,OTSU,9,1,40,70,1,1,1799,
"(3, 3)",2.0,OTSU,9,1,40,80,1,1,1510,
"(3, 3)",2.0,OTSU,9,1,40,90,1,1,1444,
"(3, 3)",2.0,OTSU,9,1,40,100,1,1,1492,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,10,1,1,2840,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,20,1,1,3663,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,30,1,1,3752,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,40,1,1,1497,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,50,1,1,1142,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,60,1,1,1058,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,70,1,1,1012,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,80,1,1,783,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,90,1,1,636,
"(3, 3)",2.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,100,1,1,421,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,10,1,1,1378,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,20,1,1,1664,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,30,1,1,1470,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,40,1,1,912,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,50,1,1,912,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,60,1,1,619,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,70,1,1,576,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,80,1,1,565,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,90,1,1,451,
"(3, 3)",2.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,100,1,1,456,
"(5, 5)",0,OTSU,9,1,40,10,1,1,3220,
"(5, 5)",0,OTSU,9,1,40,20,1,1,5117,
"(5, 5)",0,OTSU,9,1,40,30,1,1,4297,
"(5, 5)",0,OTSU,9,1,40,40,1,1,2016,
"(5, 5)",0,OTSU,9,1,40,50,1,1,1899,
"(5, 5)",0,OTSU,9,1,40,60,1,1,1742,
"(5, 5)",0,OTSU,9,1,40,70,1,1,1799,
"(5, 5)",0,OTSU,9,1,40,80,1,1,1510,
"(5, 5)",0,OTSU,9,1,40,90,1,1,1444,
"(5, 5)",0,OTSU,9,1,40,100,1,1,1492,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,10,1,1,2840,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,20,1,1,3663,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,30,1,1,3752,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,40,1,1,1497,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,50,1,1,1142,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,60,1,1,1058,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,70,1,1,1012,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,80,1,1,783,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,90,1,1,636,
"(5, 5)",0,ADAPTIVE_THRESH_MEAN_C,9,1,40,100,1,1,421,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,10,1,1,1378,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,20,1,1,1664,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,30,1,1,1470,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,40,1,1,912,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,50,1,1,912,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,60,1,1,619,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,70,1,1,576,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,80,1,1,565,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,90,1,1,451,
"(5, 5)",0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,100,1,1,456,
"(5, 5)",1.0,OTSU,9,1,40,10,1,1,3220,
"(5, 5)",1.0,OTSU,9,1,40,20,1,1,5117,
"(5, 5)",1.0,OTSU,9,1,40,30,1,1,4297,
"(5, 5)",1.0,OTSU,9,1,40,40,1,1,2016,
"(5, 5)",1.0,OTSU,9,1,40,50,1,1,1899,
"(5, 5)",1.0,OTSU,9,1,40,60,1,1,1742,
"(5, 5)",1.0,OTSU,9,1,40,70,1,1,1799,
"(5, 5)",1.0,OTSU,9,1,40,80,1,1,1510,
"(5, 5)",1.0,OTSU,9,1,40,90,1,1,1444,
"(5, 5)",1.0,OTSU,9,1,40,100,1,1,1492,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,10,1,1,2840,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,20,1,1,3663,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,30,1,1,3752,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,40,1,1,1497,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,50,1,1,1142,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,60,1,1,1058,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,70,1,1,1012,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,80,1,1,783,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,90,1,1,636,
"(5, 5)",1.0,ADAPTIVE_THRESH_MEAN_C,9,1,40,100,1,1,421,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,10,1,1,1378,
"(5, 5)",1.0,ADAPTIVE_THRESH_GAUSSIAN_C,9,1,40,20,1,1,1664,
